time,true_x,true_y,true_z,sindy_x,sindy_y,sindy_z
1.77,-8.346222693302577,-6.9215059267543815,28.613388869692027,-8.43956206265007,-7.036373259373929,28.692234001679868
1.78,-8.205105480320759,-6.809947437402055,28.420958376360094,-8.300439767010786,-6.915983479489045,28.513983464157395
1.79,-8.067666380306326,-6.716322037510345,28.215912976737552,-8.16391750735627,-6.812707479208095,28.321907618934933
1.8,-7.9352721726130175,-6.6408060352558556,28.000578467746784,-8.03139105953513,-6.726884355189029,28.118268975262584
1.81,-7.809166450273393,-6.583376534860213,27.7772273560005,-7.904145418050925,-6.6586408440536795,27.90529902483562
1.82,-7.690463974199501,-6.543844175553457,27.548059912679452,-7.783346623533937,-6.607921845379357,27.685175443458437
1.83,-7.580148629709234,-6.5218845136108525,27.31519151497329,-7.670037260695853,-6.574520665953717,27.46000561081237
1.84,-7.479074441902188,-6.51706688848542,27.08064539878829,-7.565135189352433,-6.558107737230967,27.23181576928646
1.85,-7.387969094705493,-6.52888005732967,26.84634991559896,-7.469435008469522,-6.558256853701062,27.00254501853506
1.86,-7.307439373166417,-6.556754028215917,26.61413934822124,-7.3836117239898735,-6.574468260575368,26.77404329022871
1.87,-7.237977971664767,-6.600077857824867,26.385757398293173,-7.308226090075196,-6.606188170229552,26.54807245120695
1.8800000000000001,-7.179971145267167,-6.658213335934494,26.162862523967064,-7.243731114419741,-6.652824499990845,26.326309726563238
1.8900000000000001,-7.13370673159019,-6.730504650784584,25.9470343842609,-7.190479255589528,-6.713758796219374,26.110352702181494
1.9000000000000001,-7.0993822113366685,-6.8162842085999635,25.739780886595756,-7.148729888524783,-6.7883544423342785,25.901725246318442
1.9100000000000001,-7.077112246769215,-6.914874912185773,25.542544960741612,-7.118656668784259,-6.875961345420431,25.701883772170763
1.92,-7.0669356693686165,-7.025589231359153,25.356710958858187,-7.100354483089923,-6.975917362999638,25.51222334097
1.93,-7.068821540015936,-7.147725364048727,25.1836100745001,-7.093845730470596,-7.087546774933679,25.334083173582602
1.94,-7.082674142500323,-7.280560899933246,25.024524469626094,-7.099085732905327,-7.210156131943209,25.1687511956119
